date,month,day,temp_avg_f,precip_in,snow_in,is_rain,is_snow
2018-01-01,1,1,33.5,0.84,1.5,True,True
2018-01-02,1,2,30.3,0.11,0.3,True,False
2018-01-03,1,3,38.9,0.01,5.6,False,True
2018-01-04,1,4,34.8,1.14,0.4,True,False
2018-01-05,1,5,28.7,0.23,1.2,True,True
2018-01-06,1,6,28.7,0.36,0.6,True,True
2018-01-07,1,7,25.9,0.22,0.7,True,True
2018-01-08,1,8,32.6,0.39,2.5,True,True
2018-01-09,1,9,31.3,0.57,0.1,True,False
2018-01-10,1,10,23.9,0.6,0.3,True,False
2018-01-11,1,11,28.0,0.74,0.9,True,True
2018-01-12,1,12,29.5,0.08,1.1,False,True
2018-01-13,1,13,35.1,0.24,1.2,True,True
2018-01-14,1,14,24.9,0.51,0.3,True,False
2018-01-15,1,15,34.7,0.06,0.3,False,False
2018-01-16,1,16,31.9,0.03,0.6,False,True
2018-01-17,1,17,23.6,1.13,0.7,True,True
2018-01-18,1,18,27.4,0.21,1.3,True,True
2018-01-19,1,19,32.6,0.05,6.9,False,True
2018-01-20,1,20,29.1,0.95,0.4,True,False
2018-01-21,1,21,36.2,0.94,0.1,True,False
2018-01-22,1,22,35.7,0.28,0.2,True,False
2018-01-23,1,23,32.7,0.26,0.1,True,False
2018-01-24,1,24,35.9,0.24,0.6,True,True
2018-01-25,1,25,35.1,1.4,1.0,True,True
2018-01-26,1,26,37.8,0.08,2.0,False,True
2018-01-27,1,27,32.8,0.94,1.1,True,True
2018-01-28,1,28,38.7,0.47,0.9,True,True
2018-01-29,1,29,31.4,0.24,1.1,True,True
2018-01-30,1,30,29.5,1.52,0.5,True,False
2018-01-31,1,31,38.4,0.17,0.1,True,False
2018-02-01,2,1,35.4,0.31,0.1,True,False
2018-02-02,2,2,42.6,1.47,0.2,True,False
2018-02-03,2,3,39.6,2.01,0.6,True,True
2018-02-04,2,4,34.5,0.23,0.4,True,False
2018-02-05,2,5,36.4,1.53,1.6,True,True
2018-02-06,2,6,38.0,0.49,0.2,True,False
2018-02-07,2,7,36.8,0.11,0.3,True,False
2018-02-08,2,8,37.2,0.66,1.0,True,True
2018-02-09,2,9,40.0,0.41,2.9,True,True
2018-02-10,2,10,28.4,0.3,0.0,True,False
2018-02-11,2,11,37.9,0.85,0.6,True,True
2018-02-12,2,12,37.0,0.14,0.5,True,True
2018-02-13,2,13,39.5,3.82,0.2,True,False
2018-02-14,2,14,43.7,0.24,1.0,True,True
2018-02-15,2,15,41.8,0.41,0.8,True,True
2018-02-16,2,16,40.9,0.09,1.4,False,True
2018-02-17,2,17,49.0,0.35,0.2,True,False
2018-02-18,2,18,38.5,1.02,0.0,True,False
2018-02-19,2,19,35.5,0.65,0.2,True,False
2018-02-20,2,20,32.7,1.06,0.4,True,False
2018-02-21,2,21,40.4,2.48,0.1,True,False
2018-02-22,2,22,34.1,2.33,1.7,True,True
2018-02-23,2,23,36.4,0.27,0.9,True,True
2018-02-24,2,24,39.1,0.68,0.2,True,False
2018-02-25,2,25,44.5,0.09,1.8,False,True
2018-02-26,2,26,39.3,0.37,0.3,True,False
2018-02-27,2,27,41.9,1.17,1.8,True,True
2018-02-28,2,28,39.3,0.92,0.1,True,False
2018-03-01,3,1,41.7,0.14,5.0,True,True
2018-03-02,3,2,41.5,0.0,0.4,False,False
2018-03-03,3,3,36.4,0.64,2.6,True,True
2018-03-04,3,4,34.0,1.0,0.6,True,True
2018-03-05,3,5,43.3,0.31,3.0,True,True
2018-03-06,3,6,44.8,0.86,1.8,True,True
2018-03-07,3,7,42.1,0.08,1.0,False,True
2018-03-08,3,8,35.6,2.89,1.1,True,True
2018-03-09,3,9,35.9,1.78,2.2,True,True
2018-03-10,3,10,40.1,0.69,1.5,True,True
2018-03-11,3,11,47.3,0.17,2.8,True,True
2018-03-12,3,12,34.6,2.26,6.8,True,True
2018-03-13,3,13,42.4,1.97,1.0,True,True
2018-03-14,3,14,42.4,2.65,4.2,True,True
2018-03-15,3,15,39.6,0.28,1.1,True,True
2018-03-16,3,16,37.8,0.15,1.8,True,True
2018-03-17,3,17,44.3,2.2,2.6,True,True
2018-03-18,3,18,35.6,0.76,10.1,True,True
2018-03-19,3,19,40.8,0.12,1.6,True,True
2018-03-20,3,20,41.8,0.96,2.7,True,True
2018-03-21,3,21,42.8,0.36,0.8,True,True
2018-03-22,3,22,42.6,1.61,5.4,True,True
2018-03-23,3,23,42.6,0.57,1.5,True,True
2018-03-24,3,24,42.9,0.97,3.5,True,True
2018-03-25,3,25,45.7,1.77,0.9,True,True
2018-03-26,3,26,36.1,0.69,0.1,True,False
2018-03-27,3,27,38.8,0.5,1.7,True,True
2018-03-28,3,28,43.4,0.02,0.1,False,False
2018-03-29,3,29,31.9,1.38,1.0,True,True
2018-03-30,3,30,40.3,1.18,0.5,True,True
2018-03-31,3,31,34.6,0.78,0.2,True,False
2018-04-01,4,1,50.2,0.59,0.3,True,False
2018-04-02,4,2,46.7,0.98,1.1,True,True
2018-04-03,4,3,39.9,1.21,0.1,True,False
2018-04-04,4,4,50.9,0.44,0.0,True,False
2018-04-05,4,5,52.5,0.4,0.1,True,False
2018-04-06,4,6,54.3,0.13,0.1,True,False
2018-04-07,4,7,58.8,0.82,0.1,True,False
2018-04-08,4,8,52.0,2.35,0.4,True,False
2018-04-09,4,9,60.6,0.41,0.1,True,False
2018-04-10,4,10,55.2,0.33,0.4,True,False
2018-04-11,4,11,52.2,0.49,0.0,True,False
2018-04-12,4,12,53.9,0.51,0.2,True,False
2018-04-13,4,13,48.7,0.39,0.3,True,False
2018-04-14,4,14,43.8,0.77,0.0,True,False
2018-04-15,4,15,57.2,0.53,0.6,True,True
2018-04-16,4,16,42.8,0.82,0.1,True,False
2018-04-17,4,17,51.0,0.02,0.3,False,False
2018-04-18,4,18,47.0,2.14,0.3,True,False
2018-04-19,4,19,57.9,0.47,0.2,True,False
2018-04-20,4,20,43.8,2.16,0.1,True,False
2018-04-21,4,21,51.4,0.06,0.1,False,False
2018-04-22,4,22,46.9,1.42,0.0,True,False
2018-04-23,4,23,47.1,0.1,0.4,False,False
2018-04-24,4,24,54.2,0.75,0.6,True,True
2018-04-25,4,25,54.1,0.25,0.1,True,False
2018-04-26,4,26,53.1,1.06,0.5,True,False
2018-04-27,4,27,49.9,0.35,0.4,True,False
2018-04-28,4,28,50.6,0.32,0.8,True,True
2018-04-29,4,29,48.9,1.06,0.4,True,False
2018-04-30,4,30,55.5,0.08,0.7,False,True
2018-05-01,5,1,69.5,0.27,0.0,True,False
2018-05-02,5,2,63.1,1.58,0.0,True,False
2018-05-03,5,3,64.6,2.11,0.0,True,False
2018-05-04,5,4,62.3,0.6,0.0,True,False
2018-05-05,5,5,58.9,0.24,0.0,True,False
2018-05-06,5,6,73.5,0.28,0.0,True,False
2018-05-07,5,7,68.8,1.1,0.0,True,False
2018-05-08,5,8,67.0,1.09,0.0,True,False
2018-05-09,5,9,62.9,0.04,0.0,False,False
2018-05-10,5,10,58.5,0.56,0.0,True,False
2018-05-11,5,11,67.9,0.3,0.0,True,False
2018-05-12,5,12,62.3,0.09,0.0,False,False
2018-05-13,5,13,65.1,0.67,0.0,True,False
2018-05-14,5,14,60.2,0.07,0.0,False,False
2018-05-15,5,15,64.2,0.05,0.0,False,False
2018-05-16,5,16,60.5,1.21,0.0,True,False
2018-05-17,5,17,60.6,0.06,0.0,False,False
2018-05-18,5,18,64.2,3.02,0.0,True,False
2018-05-19,5,19,55.8,1.17,0.0,True,False
2018-05-20,5,20,56.0,2.06,0.0,True,False
2018-05-21,5,21,59.4,1.05,0.0,True,False
2018-05-22,5,22,61.9,0.57,0.0,True,False
2018-05-23,5,23,67.3,0.08,0.0,False,False
2018-05-24,5,24,62.2,0.47,0.0,True,False
2018-05-25,5,25,62.9,0.04,0.0,False,False
2018-05-26,5,26,61.6,0.09,0.0,False,False
2018-05-27,5,27,64.6,0.96,0.0,True,False
2018-05-28,5,28,58.9,0.61,0.0,True,False
2018-05-29,5,29,62.5,0.24,0.0,True,False
2018-05-30,5,30,65.0,1.42,0.0,True,False
2018-05-31,5,31,64.1,0.05,0.0,False,False
2018-06-01,6,1,71.1,0.48,0.0,True,False
2018-06-02,6,2,71.1,0.6,0.0,True,False
2018-06-03,6,3,73.5,0.71,0.0,True,False
2018-06-04,6,4,81.8,0.53,0.0,True,False
2018-06-05,6,5,67.2,1.39,0.0,True,False
2018-06-06,6,6,81.9,0.19,0.0,True,False
2018-06-07,6,7,67.0,0.13,0.0,True,False
2018-06-08,6,8,60.4,0.53,0.0,True,False
2018-06-09,6,9,68.4,0.05,0.0,False,False
2018-06-10,6,10,72.7,0.22,0.0,True,False
2018-06-11,6,11,80.4,1.01,0.0,True,False
2018-06-12,6,12,66.5,1.45,0.0,True,False
2018-06-13,6,13,73.5,1.04,0.0,True,False
2018-06-14,6,14,64.4,1.62,0.0,True,False
2018-06-15,6,15,80.2,1.21,0.0,True,False
2018-06-16,6,16,76.9,2.62,0.0,True,False
2018-06-17,6,17,68.7,0.1,0.0,False,False
2018-06-18,6,18,62.4,2.1,0.0,True,False
2018-06-19,6,19,77.8,1.11,0.0,True,False
2018-06-20,6,20,70.4,0.32,0.0,True,False
2018-06-21,6,21,77.2,0.19,0.0,True,False
2018-06-22,6,22,71.0,0.88,0.0,True,False
2018-06-23,6,23,71.2,1.74,0.0,True,False
2018-06-24,6,24,68.7,0.36,0.0,True,False
2018-06-25,6,25,74.1,0.08,0.0,False,False
2018-06-26,6,26,71.6,0.16,0.0,True,False
2018-06-27,6,27,73.6,0.67,0.0,True,False
2018-06-28,6,28,63.3,0.07,0.0,False,False
2018-06-29,6,29,77.4,0.67,0.0,True,False
2018-06-30,6,30,78.8,0.44,0.0,True,False
2018-07-01,7,1,77.6,1.61,0.0,True,False
2018-07-02,7,2,87.3,1.76,0.0,True,False
2018-07-03,7,3,85.8,0.43,0.0,True,False
